computer	/kəmˈpjuːtər/	n. 计算机，电脑；电子计算装置
Apocalyptic defect		灾难缺陷
application		应用，应用程序，应用软件
application life cycle		应用程序生命周期
application pool		应用程序池
Application Programming Interface		应用程序编程接口（API），目的是提供应用程序与开发人员基于某软件或硬件得以访问一组例程的能力，而又无需访问源码，或理解内部工作机制的细节。
Application Service		应用服务
arbitrary error		任意错误
architecture		体系机构，结构
architecture decay		架构腐坏
Architecture Style		架构风格
ARPA		Advanced Research Projects Agency，（美国国防部）高级研究计划署
ARPAnet		ARPA 网
Arrange-Act-Assert		准备-执行-断言（AAA）
artifact		构建物
ASF		Apache Software Foundation 的简写
Aspect-Oriented Programming		面向切面编程（AOP）
aspect ratio		屏幕高宽比
assembly		程序集
associative array		关联数组
Asynchronous Programming Model		异步编程模型（APM）
ATM		asynchronous transfer mode，异步传输模式
atomic operation		原子操作
atomic transaction		原子事务
atomicity		原子性
attribute		特性（C#）、属性（Java 等）
augmented reality		增强实现（AR）
authentication		身份验证
authorization		授权
auto-generated properties		自动生成的属性
automated unit testing		自动化单元测试
automation		自动化
autonomous		独立性
auxiliary database		辅助数据库
availability		可用性
availability set		可用性集
AZs		可用性区域（Availability Zones，亚马逊 AWS 中数据中心的叫法）
BaaS		Battery as a Service，电池即服务（电池租用商业模式）
Backend as a Service		后端即服务（BaaS）
backpane		底板
backward compatibility		向后兼容性
bandwidth		带宽
bar code		条形码
Base Class Library		基类库（BCL）
baseline		准线
baud		波特
BCL		基类库（Base Class Library）
bear		熊
behavior		行为
behavior preserving program transformations		行为保留式程序转换
Behavioral Design Patterns		行为性设计模式
Behavioral error		行为错误
BERT		Bidirectional Encoder Representations from Transformers，谷歌公司的 LLM，对 NLP 研究产生了重大影响。该模型使用双向方法从一个词的左右两边捕捉上下文，使得各种任务的性能提高，如情感分析和命名实体识别。
BFF		为前端服务的后端（Backends For Frontends）
BFS		广度优先搜索
Big Ball of Mud		大泥球（BBM）
big data		大数据
Big Design Up Front		大优先设计（BDUF）
binary		二进制的
binochlar		双目并用的
bit		比特
Bit-field		位域
bitnik		比特族
blob		BLOB
block		阻断
block blob		块 BLOB
Blockchain as a Service		区块链即服务（BaaS）
bottleneck		瓶颈
bounded context		边界上下文、界限上下文
box		装箱
bps		bits per second，比特/秒
Brainstorming		头脑风暴（脑暴）
BRD		商业需求文档（Business Requirements Document）
breakpoint		断点
Bridge		桥接
Bridge Pattern		桥接模式
broadcast		（无线电或电视）广播
Broken Hierarchy		支离破碎的层次结构
Broken Modularization		拆散的模块化
brownfield project		行进中项目
Browser Object Model		浏览器对象模型（BOM）
browser-server		浏览器-服务器
bug		缺陷
Builder Pattern		建造者模式
built-in		内置的，内建的；嵌入的；内置
bulkhead		舱壁
business intelligence		商业智能，将企业中现有的数据进行有效的整合，快速准确地提供报表并提出决策依据，帮助企业做出明智的业务经营决策。
business layer		业务层
business logic layer		业务逻辑层
Business Requirements Document		商业需求文档（BRD）
busy (status)		忙（状态）；繁忙（状态）
byte		字节
cable		电缆
Cache/Caching		缓存
call stack		调用堆栈
callout box		标注框
camelCase		camel 大小写
canary releasing		金丝雀发布
carbon copy		复写本，副本；抄送（CC）
carriage return		回车
Cascading Style Sheets		层叠样式表（CSS）
catastrophic failover		灾难性故障转移
CD		持续交付（Continuous Delivery）
CDC		消费者驱动的契约（Customer-Driven Contract）
CDN		内容分发网络（Content Delivery Network）
cell		单元
cellular telephone		移动电话
Central Processing Unit		中央处理器（CPU）
certificate		（数字）证书
Certificate Authority		证书认证机构
Chain of Responsibility		责任链
Chain of Responsibility Pattern		责任链模式
Chain-of-Thought		思维链（CoT）
Chain-of-Thought-Self-Consistency		思维链自洽性
Change Bidirectional Association to Unidirectional		将双向关联改为单向关联
Change Point		修改点：需要往代码中引入修改的点
Change Reference to Value		将引用对象改为值对象
Change Unidirectional Association to Bidirectional		将单向关联改为双向关联
Change Value to Reference		将值对象改为引用对象
channel		信道，频道
character		字符
Characterization test		特征测试：描述软件某部分的当前行为的测试，当你修改代码时能够用来保持行为
check in		签入
check out		签出
checksum		校验和
chip		芯片
choreography		协同
CI		持续集成（Continuous Integration）
cipher		密码
claim		声明
class definition		类定义
Clean Object-oriented and Layered Architecture		整洁面向对象分层架构（COLA）
CLI		公共语言基础结构（Common Language Infrastructure）
client-server		客户端-服务器
clone		克隆，复制
cloud computing		云计算
cloud service		云服务
CLR		公共语言运行时（Common Language Runtime）
CLS		公共语言规范（Common Language Specification）
cluster		集群
clustered index		聚集索引
co-occurring smells		同时出现的坏味
CoAP		受限应用协议
coaxial cable		同轴电缆
COBIT		信息和相关技术的控制目标，Control Objectives for Information and Related Technology
CoC		更改开销（Cost of Change）
code smell		代码味道
COLA		整洁面向对象分层架构，Clean Object-oriented and Layered Architecture
Collapse Hierarchy		折叠继承关系
comcurrency		并发
command		命令
Command Pattern		命令模式
command prompt		命令行提示
Command/Query Responsibility Segregation		命令/查询职责分离（CQRS）
Command/Query Separation		命令/查询分离（CQS）
commingled bits		混合的比特
communication		通信
community		社区
committed		已提交（的）
Common Intermediate Language		公共中间语言
Common Language Infrastructure		公共语言基础结构（CLI）
Common Language Runtime		公共语言运行时（CLR）
Common Language Specification		公共语言规范（CLS）
Common Type System		公共类型系统（CTS）
common name		通用名称
compatibility		兼容性
Competing Consumer pattern		消费者竞争模式
compile-time correctness checking		编译时正确性检查
Component Object Model		组件对象模型（COM）
Composability		组合性
composite formatting		复合格式化
Composite Pattern		复合模式、组合模式
concurrency conflicts		并发冲突
concurrency mode		并发模式
conditional compilation		条件编译
conditional compilation statement		条件编译语句
configuration		配置，设置
connection string		连接字符串
Consolidate Conditional Expression		合并条件表达式
Consolidate Duplicate Conditional Fragments		合并重复的条件片段
consistency		一致性
constructor		构造函数
container		容器
Container As A Service		容器即服务（CaaS）
content		内容
context		上下文
context map		上下文映射图；上下文地图
Context Mapping		上下文映射
contextual keyword		上下文关键字
continuous integration		持续集成
contribute		贡献
Contributor License Agreement		贡献者许可协议
convention		约定
covariance		协变
contravariance		逆变
convert		转换
Convert Procedural Design to Objects		将过程化设计转化为对象设计
cookie		Cookie
copy-on-write		写时复制
core		内核；.NET Core 的简写（能且仅能与 .NET Framework 的简写 nfx 同时出现，作如 nfx/core，单独使用时应为全称 .NET Core）
core domain		核心领域
corruption		损毁
Cosmetic issue		外观上问题
Cost of Change		更改开销（CoC）
CoT		思维链（Chain-of-Thought）
COTS		现成的商业软件（Commercial Off-The Shelf）
counterpoint		对位
Coupling count		耦合数：当一个方法被调用时传给它以及从它传出来的值的数目。如果该方法没有返回值，则耦合数就是它的参数数目。否则就是参数数目加 。如果你想要在没有测试的情况下提取出一个消防法的话，计算一下它的耦合数是很有意义的。
CPU		中央处理器（Central Processing Unit）
CQRS		命令查询职责分离（Command-Query Responsibility Segregation）
crash		（程序）崩溃
crash dump		故障转储
Creational Design Patterns		创建性设计模式
CRC		类-职责-交互（class-responsibility-collaboration）
credential		凭证
cririque		评估
CRM		客户关系管理（Customer Relationship Management）
Cross Domain		跨域
Cross-browser		跨浏览器
Cross-platform		跨平台
Cross-Functional Requirement		跨功能需求（CFR）
CRT		cathode ray tube，阴极射线管
cruft		残留
cryptography		密码术
CTS		公共类型系统（Common Type System）
cursor		光标
Customizability		可定制性
cybraian		电脑族
cyberspace		电脑空间
cycle time		周期时间
cyclic digraph		有向有环图
Cyclic Hierarchy		循环层次结构
Cyclically-dependent Modularization		循环依赖式模块化
Cyclomatic complexity		圈复杂度
DaaS		Data as a Service，数据即服务
DAG		有向无循环图
dashboard		仪表盘
data access layer		数据访问层
Data Storage as a Service		数据存储即服务（DaaS）
data clumps		数据泥团
Data Encryption Standard		数据加密标准（DES）
data layer		数据层
data integrity		数据完整性
data invariant		数据不变式
data mining		数据挖掘
data pump		数据泵
Data Transfer Object		数据传输对象（DTO）
declarative programming		宣告式编程
Decompose Conditional		分解条件表达式
Decorator Pattern		修饰器模式（DP）、装饰模式
Deep Hierarchy		过深的层次结构
Default Literal		默认常值
Defensive Programming		防御式编程
Deficient Encapsulation		不充分的封装
Definition of Done		完成的定义（DoD）
denial-of-service attacks		拒绝服务攻击
dependency injection		依赖注入（DI）
dependency		依赖
dependency digraph		依赖有向图
deployment		部署
dequeue		出列
derives from		继承
design pattern		设计模式
Design Requirements Document		交互设计说明文档（DRD）
device		设备
DFS		深度优先搜索
DfT		为可测试性而设计
DI		依赖注入（dependency injection）
DIaaS		Data intelligence as a Service，数据智能即服务（出自0年月9日，阿里常规线上新品牌发布会）
diagnostics		诊断
directed graph		有向图
directive		指令
DiRT		灾难恢复测试（Disaster Recovery Test）
discussion forum		论坛
disk		磁盘
distributed system		分布式系统
DLL		动态链接库（Dynamic Link Library）
DNS		域名系统（Domain Name System）
Document Object Model		文档对象模型（DOM）
domain-driven design		领域驱动设计（DDD）
Domain Event		领域事件
Domain Model		领域模型
Domain Name System		域名系统（DNS）
Domain Service		领域服务
Domain Specific Language		领域特定语言（DSL）
DRD		交互设计说明文档（Design Requirements Document）
DRY principle		不自我重复原则（Don't Repeat Yourself）
duck-typing		鸭子类型
duck test		鸭子测试
dummy function		虚构函数
dump		转储
Duplicate Abstraction		重复的抽象
Duplicate Observed Data		复制“被监视数据”
durability		持久性
Dynamic Link Library		动态链接库（DLL）
EAP		早期评估版本（Early Assessment Program）
EAP		基于事件的异步模式（Event-based Asynchronous Pattern）
Early Assessment Program		早期评估版本（EAP）
effect sketch		影响草图
Egress		流出
elasticity		弹性
ELBs		弹性负载均衡器（Elastic Load Balancers）
Element (XML)		元素
Elvis Operator		埃尔维斯运算符
Emergence		涌现、创发、突现、呈展、演生，是一种现象。
Encapsulate Collection		封装集合
Encapsulate Downset		封装向下转型
Encapsulate Field		封装字段
endpoint		端点
enqueue		入列；加入队列
Enterprise Resource Planning		企业资源计划（ERP）
entity		实体
Entity Tags		实体标签（ETag）
entourage anti-pattern		随从反模式
erosion		侵蚀
Event-based Asynchronous Pattern		基于事件的异步模式（EAP）
event data pump		时间数据泵
event sourcing		事件源
Evolvability		可进化性
exception handling		异常处理
Exclusive OR		异或（XOR）
explanatory figures		图示
Extensible Markup Language		可扩展标记语言（XML）
Extensibility		可扩展性
extra large		特大型
extra small		特小型
Extract Class		提炼类
Extract Hierarchy		提炼继承体系
Extract Interface		提炼接口
Extract Method		提炼函数
Extract Subclass		提炼子类
Extract Superclass		提炼超类
eXtreme Programming		极限编程（XP）
Facade Pattern		外观模式
Factory Method Pattern		工厂方法模式
failover		容错转移
failure domain		故障域
fake object		伪对象：在测试中伪装成一个类的合作者的对象
fan-in		扇入
fan-out		扇出
fat client		胖客户端
FCL		.NET Framework 类库（Framework Class Library）
FDD		软盘（Floppy Disk Drive）
feature sketch		特性草图
feed		聚合（资源聚合）
fine-tuning		微调
first-party		第一方
Floopy Disk Drive		软盘（FDD）
Flyweight Pattern		享元模式
follow up		跟进
foreign key		外键
Form Template Method		塑造模板函数
format item		格式项
format string		格式字符串
forward		转发
FPP		零售版（Full Packaged Product）
Framework Class Library		.NET Framework 类库（FCL）
FRD		功能需求文档（Functional Requirements Document）
free		免费
free function		自由函数：一个不属于任何类的函数。在 C 和其他过程式语言中，自由函数被简单地称为函数；在 C++ 中被称为非成员函数。在 Java 和 C# 中没有自由函数。
Functional Requirements Document		功能需求文档（FRD）
full-duplex		全双工
Full Packaged Product		零售版（FPP）
Function Pointers		函数指针
Garbage Collection		垃圾回收器（GC）
gauge		计量表
GC Heap		垃圾回收堆
GC root		GC 根对象
Generalization		泛化
Generalized Async		通用异步
Generalized Async Return		通用异步返回（C# 7.0）
generalizing specialist		全科专家（敏捷开发术语）
generator		生成器
Generic Attributes		泛型特性
Generic Math		泛型数学
Geo-Replication		地域复制
Geo Redundant		地域冗余
Global Assembly Cache		全局程序集缓存（GAC）
global state		全局状态
global using directives		全局 Using 指令
Goal Directed Design		目标导向设计，旨在处理并满足用户目标和动机，包含产品目标和用户目标
GoT		思维图，思维图谱（Graph-of-Thought）
GPT-3		Generative Pre-trained Transformer 3，是 OpenAI 最注明的 LLM 之一 ，拥有70亿个参数。该模型在文本生成、翻译和其他任务中表现出显著的性能，在全球范围内引起了热烈的反响，目前 OpenAI 已经迭代到了更高版本。
Graph-of-Thought		思维图，思维图谱（GoT）
Graphical User Interface		图像用户界面设计（GUI），是一种结合计算机科学、美学、心理学、行为学、及各商业领域需求分析的人机系统工程，强调人、机、环境三者作为一个系统进行总体设计。
GUI		图像用户界面设计（Graphical User Interface）
Hackable		修改方便（根据《Web API 设计与开发》一书之翻译）
HAL		超文本应用程序语言（Hypertext Application Language）
handle		句柄
Hard Disk Drive		硬盘（HDD）
HATEOAS		超媒体作为程序状态的引擎（Hypermedia As The Engine Of Application State）
HCI		人机交互（Human-Computer Interaction），属于研究层面，是人与计算机之间传递、交换信息的媒介和对话接口，是计算机系统的重要组成部分。
HDD		硬盘（Hard Disk Drive）
header		头；标头；表头
Hexagonal Architecture		六边形架构，由 Alistair Cockburn 提出
HMAC		基于哈希的小系列码（Hash-based Message Authentication）
Hide Delegate		隐藏“委托关系”
Hide Method		隐藏函数
High Avaliability		高可用性
High Fidelity Prototype		高保真原型，细节都比较详细的原型
high surrogate		高位代理项
Homogeneous		同质化
hook		钩子
hook point		挂接点
Horizontal Scale		水平缩放
Hosting		宿主
Hub-like Modularization		轮毂式模块化
HUI		手持设备用户界面，包括手机端和车载导航等（Handset User Interface）
Human-Computer Interaction		人机交互（HCI）
Humane Registry		人文注册表（由 Martin Fowler 提出）
Hybrid Cloud		混合云
hypertext-driven		超文本驱动
HyperText Markup Language		超文本标记语言（HTML）
IA		信息架构（Information Architect）
Iaas		设施即服务（Infrastructure as a Service）
Idempotence		幂等性
Idempotent Operation		幂等操作
Identity Provider		身份提供方
IL		中间语言（intermediate language）
Illegitimate Injection		非法注入
IM		即时通讯（Instant Messaging）
image		映像
immersion approach		沉浸法
Imperative Abstraction		命令式抽象
in-context learning		上下文学习
Incomplete Abstraction		不完整的抽象
index		索引
